id,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_coed,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time
324,"BHW-T10 3P B25, MCB, Three Pole Type B Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P B25,--,1628.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type B,Rated current In [A],25A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
325,"BHW-T10 3P B32, MCB, Three Pole Type B Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P B32,--,1628.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type B,Rated current In [A],32A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
326,"BHW-T10 3P B40, MCB, Three Pole Type B Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P B40,--,2525.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type B,Rated current In [A],40A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
327,"BHW-T10 3P B50, MCB, Three Pole Type B Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P B50,--,2525.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1671272016_BHW_T10_THREE_POLE_MCB.png,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type B,Rated current In [A],50A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
328,"BHW-T10 3P B63, MCB, Three Pole Type B Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P B63,--,2525.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type B,Rated current In [A],63A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
329,"BHW-T10 4P B6, MCB, four Pole Type B Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P B6,--,2194.8,Piece,Each,2,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type B,Rated current In [A],6A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
330,"BHW-T10 4P B10, MCB, four Pole Type B Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P B10,--,2194.8,Piece,Each,3,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type B,Rated current In [A],10A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
331,"BHW-T10 4P B16, MCB, four Pole Type B Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P B16,--,2194.8,Piece,Each,4,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type B,Rated current In [A],16A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
332,"BHW-T10 4P B20, MCB, four Pole Type B Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P B20,--,2194.8,Piece,Each,5,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type B,Rated current In [A],20A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
333,"BHW-T10 4P B25, MCB, four Pole Type B Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P B25,--,2194.8,Piece,Each,6,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type B,Rated current In [A],25A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
334,"BHW-T10 4P B32, MCB, four Pole Type B Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P B32,--,2194.8,Piece,Each,7,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type B,Rated current In [A],32A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
335,"BHW-T10 4P B40, MCB, four Pole Type B Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P B40,--,3209.6,Piece,Each,8,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type B,Rated current In [A],40A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
336,"BHW-T10 4P B50, MCB, four Pole Type B Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P B50,--,3209.6,Piece,Each,9,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type B,Rated current In [A],50A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
337,"BHW-T10 4P B63, MCB, four Pole Type B Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 4P B63,--,3209.6,Piece,Each,10,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW_FOUR_POLE_MCB.png,--,--,--,--,No. of poles,FP,Instantaneous tripping,Type B,Rated current In [A],63A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,72mm,92.6mm,44mm,0.52kg,1,--,--
338,"BHW-T10 1P C0.5, MCB, Singal Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P C0.5,--,554.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type C,Rated current In [A],0.5A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
339,"BHW-T10 1P C1, MCB, Singal Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P C1,--,554.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type C,Rated current In [A],1A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
340,"BHW-T10 1P C2, MCB, Singal Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P C2,--,554.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type C,Rated current In [A],2A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
341,"BHW-T10 1P C3, MCB, Singal Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P C3,--,554.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type C,Rated current In [A],3A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
342,"BHW-T10 1P C4, MCB, Singal Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P C4,--,554.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type C,Rated current In [A],4A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
343,"BHW-T10 1P C6, MCB, Singal Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P C6,--,330.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type C,Rated current In [A],6A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
344,"BHW-T10 1P C10, MCB, Singal Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P C10,--,330.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type C,Rated current In [A],10A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
345,"BHW-T10 1P C16, MCB, Singal Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P C16,--,330.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type C,Rated current In [A],16A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
346,"BHW-T10 1P C20, MCB, Singal Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P C20,--,330.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type C,Rated current In [A],20A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
347,"BHW-T10 1P C25, MCB, Singal Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P C25,--,330.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type C,Rated current In [A],25A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
348,"BHW-T10 1P C32, MCB, Singal Pole Type C Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P C32,--,330.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type C,Rated current In [A],32A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
